model,offered_rps,handler_diff_ms,handler_ci95_ms,e2e_diff_ms,e2e_ci95_ms,quality_passed,trials
Qwen/Qwen2.5-0.5B,8.0,-10.226456250002514,0.6258017477368524,-36.98203377325768,12.82864077125438,True,5
Qwen/Qwen2.5-1.5B,2.0,-13.615247313282453,0.8223491956046062,-41.87798715647659,1.53337942466007,True,5
Qwen/Qwen2.5-1.5B,4.0,-13.419429970963392,1.758049372701448,-150.26770142212627,10.044137761567926,True,5
Qwen/Qwen2.5-1.5B,6.0,-14.117139894369757,1.6708615517900403,-357.5251021400618,54.074062389718144,True,5
